turn, targetSpeed, defaultTargetSpeed, spurtTargetSpeed, currPosition.x, currPosition.Y, currStamina(%), coursePhase, positionKeep, forceInMove, isSpurt, SpecialStatus, SkillStatus
1, 19.615538184768834,19.615538184768834,21.20114434431899,0.060250767,7,99.97461981951872,First,non,non,False,None,False
2, 19.606008813031593,19.606008813031593,21.20114434431899,0.1807523,7,99.95682235962566,First,non,non,False,None,False
3, 19.67767349188066,19.67767349188066,21.20114434431899,0.3615046,7,99.94529161096257,First,non,non,False,None,False
4, 19.676619880172005,19.676619880172005,21.20114434431899,0.6025077,7,99.93865934157753,First,non,non,False,None,False
5, 19.598011403759163,19.598011403759163,21.20114434431899,0.9037615,7,99.93558865307487,First,non,non,False,None,False
6, 19.684143275621384,19.684143275621384,21.20114434431899,1.2652661,7,99.93471131350267,First,non,non,False,None,False
7, 19.59727216582608,19.59727216582608,21.20114434431899,1.6870215,7,99.93470086898395,First,non,non,False,None,False
8, 19.60086601735873,19.60086601735873,21.20114434431899,2.1690276,7,99.93419953208556,First,non,non,False,None,False
9, 19.62313813257924,19.62313813257924,21.20114434431899,2.7112844,7,99.93185995989305,First,non,non,False,None,False
10, 19.639104938567524,19.639104938567524,21.20114434431899,3.313792,7,99.92633480949198,First,non,non,False,None,False
11, 19.69422984095937,19.69422984095937,21.20114434431899,3.9765503,7,99.91627673796792,First,non,non,False,None,False
12, 19.65475644489541,19.65475644489541,21.20114434431899,4.6995597,7,99.9003279578877,First,non,non,False,None,False
13, 19.59141104308505,19.59141104308505,21.20114434431899,5.4828196,7,99.87716201537434,First,non,non,False,None,False
14, 19.64296554471661,19.64296554471661,21.20114434431899,6.32633,7,99.84541067847593,First,non,non,False,None,False
15, 19.642315305436853,19.642315305436853,21.20114434431899,7.2300916,7,99.80373704879679,First,non,non,False,None,False
16, 19.599447900814297,19.599447900814297,21.20114434431899,8.194104,7,99.75078333890374,First,non,non,False,None,False
