turn, targetSpeed, defaultTargetSpeed, spurtTargetSpeed, currPosition.x, currPosition.Y, currStamina(%), coursePhase, positionKeep, forceInMove, isSpurt
1, 21.533960291145092,20.705731049177974,23.15930643964465,0.060417365,2,99.9937829374547,First,SpeedUp,non, False
2, 21.435992863368693,20.611531599392972,23.15930643964465,0.18125209,2,99.98971294394781,First,SpeedUp,non, False
3, 21.448899704743265,20.6239420237916,23.15930643964465,0.36250418,2,99.98734173033945,First,SpeedUp,non, False
4, 21.553762125540942,20.7247712745586,23.15930643964465,0.60417366,2,99.98623280457235,First,SpeedUp,non, False
5, 21.45893655162348,20.6335928380995,23.15930643964465,0.9062605,2,99.98590248625875,First,SpeedUp,non, False
6, 21.441115629244788,20.616457335812296,23.15930643964465,1.2687647,2,99.98589068917613,First,SpeedUp,non, False
7, 21.480757172715343,20.654574204533983,23.15930643964465,1.6916863,2,99.98573732710196,First,SpeedUp,non, False
8, 21.500445552323548,20.673505338772642,23.15930643964465,2.1750252,2,99.98500590797897,First,SpeedUp,non, False
9, 21.530718547952823,20.702613988416175,23.15930643964465,2.7187815,2,99.9832009543368,First,SpeedUp,non, False
10, 21.52548158218009,20.69757844440393,23.15930643964465,3.3229551,2,99.9799095682834,First,SpeedUp,non, False
11, 21.503396002390858,20.67634230999121,23.15930643964465,3.9875462,2,99.97462447526577,First,SpeedUp,non, False
12, 21.536212971026774,20.707897087525744,23.15930643964465,4.7125545,2,99.96692098030925,First,SpeedUp,non, False
13, 21.517446278831866,20.689852191184485,23.15930643964465,5.49798,2,99.95632720010872,First,SpeedUp,non, False
14, 21.489154321296056,20.66264838586159,23.15930643964465,6.3438234,2,99.94238304844166,First,SpeedUp,non, False
15, 21.445560398810844,20.620731152702735,23.15930643964465,7.250084,2,99.9246166420029,First,SpeedUp,non, False
16, 21.552565679666987,20.72362084583364,23.15930643964465,8.216762,2,99.9025914887352,First,SpeedUp,non, False
17, 21.506391638186503,20.679222729025483,23.15930643964465,9.243856,2,99.87583570533342,First,SpeedUp,non, False
18, 21.4784210616919,20.65232794393452,23.15930643964465,10.331369,2,99.84388920557501,First,SpeedUp,non, False
19, 21.4916261126921,20.66502510835779,23.15930643964465,11.415882,2,99.81222583579971,First,SpeedUp,non, False
20, 21.440533356363122,20.615897458041463,23.15930643964465,12.497395,2,99.7808102047596,First,SpeedUp,non, False
21, 21.4903257762099,20.66377478481721,23.15930643964465,13.575907,2,99.74966590661995,First,SpeedUp,non, False
22, 21.52901330150732,20.70097432837242,23.15930643964465,14.65142,2,99.71880473846339,First,SpeedUp,non, False
23, 21.518251326345496,20.690626275332207,23.15930643964465,15.727349,2,99.68789638197632,First,SpeedUp,non, False
24, 21.552569414039127,20.72362443657608,23.15930643964465,16.803696,2,99.65694083715873,First,SpeedUp,non, False
25, 21.51271188557331,20.685299889974335,23.15930643964465,17.877043,2,99.62625662524161,First,SpeedUp,non, False
