turn, targetSpeed, defaultTargetSpeed, spurtTargetSpeed, currPosition.x, currPosition.Y, currStamina(%), coursePhase, positionKeep, forceInMove, isSpurt, SpecialStatus
1, 20.76625224366522,19.96755023429348,21.53258695098621,0.060257196,7,99.99315716321452,First,SpeedUp,non,False,None
2, 20.74219563708244,19.944418881810037,21.53258695098621,0.18077159,7,99.98866008349391,First,SpeedUp,non,False,None
3, 20.719049578829303,19.922163056566635,21.53258695098621,0.36154318,7,99.98600072254337,First,SpeedUp,non,False,None
4, 20.73130185146579,19.933944087947875,21.53258695098621,0.60257196,7,99.98470867453437,First,SpeedUp,non,False,None
5, 20.66594168775511,19.871097776687606,21.53258695098621,0.90385795,7,99.98430098948299,First,SpeedUp,non,False,None
6, 20.71157782920616,19.914978681929,21.53258695098621,1.2654011,7,99.98426962909441,First,SpeedUp,non,False,None
7, 20.69954543184608,19.90340906908277,21.53258695098621,1.6872015,7,99.98415045961787,First,SpeedUp,non,False,None
8, 20.70824193655415,19.911771092840528,21.53258695098621,2.169259,7,99.98345425899166,First,SpeedUp,non,False,None
9, 20.72270452881071,19.92567743154876,21.53258695098621,2.7115738,7,99.98169180515416,First,SpeedUp,non,False,None
10, 20.688012072361882,19.892319300347964,21.53258695098621,3.3141458,7,99.97838014812139,First,SpeedUp,non,False,None
11, 20.766223582280674,19.967522675269876,21.53258695098621,3.976975,7,99.97303006583174,First,SpeedUp,non,False,None
12, 20.679268284739162,19.883911812249195,21.53258695098621,4.7000613,7,99.9651460641458,First,SpeedUp,non,False,None
13, 20.773838964652708,19.974845158319912,21.53258695098621,5.483405,7,99.9542702813905,First,SpeedUp,non,False,None
14, 20.693975329952746,19.89805320187764,21.53258695098621,6.327006,7,99.93989467927103,First,SpeedUp,non,False,None
15, 20.71297247549204,19.916319687973115,21.53258695098621,7.2308636,7,99.92153003572577,First,SpeedUp,non,False,None
16, 20.69371434198791,19.89780225191145,21.53258695098621,8.194979,7,99.89870594492615,First,SpeedUp,non,False,None
17, 20.677085837824436,19.881813305600417,21.53258695098621,9.219351,7,99.87092064065511,First,SpeedUp,non,False,None
18, 20.78211391251254,19.982801838954362,21.53258695098621,10.30398,7,99.83770998916185,First,SpeedUp,non,False,None
19, 20.74784731475215,19.94985318726168,21.53258695098621,11.38561,7,99.80476903701029,First,SpeedUp,non,False,None
20, 20.71313454109139,19.91647552028018,21.53258695098621,12.464239,7,99.77211660043353,First,SpeedUp,non,False,None
21, 20.70938537078666,19.912870548833325,21.53258695098621,13.539868,7,99.73974640735389,First,SpeedUp,non,False,None
22, 20.784072981077678,19.984685558728536,21.53258695098621,14.612498,7,99.70765218569365,First,SpeedUp,non,False,None
23, 20.76602441654739,19.967331169757102,21.53258695098621,15.682128,7,99.67582766337509,First,SpeedUp,non,False,None
24, 20.665892844927235,19.871050812430035,21.53258695098621,16.748758,7,99.64429165663135,First,SpeedUp,non,False,None
25, 20.714085649943193,19.917390048022302,21.53258695098621,17.812387,7,99.61301907715158,First,SpeedUp,non,False,None
26, 20.7138817183838,19.91719395998442,21.53258695098621,18.873016,7,99.58203501324664,First,SpeedUp,non,False,None
27, 20.77186168373872,19.972943926671846,21.53258695098621,19.930645,7,99.55130810452795,First,SpeedUp,non,False,None
28, 20.709384406264707,19.912869621408372,21.53258695098621,20.985275,7,99.52086343930637,First,SpeedUp,non,False,None
29, 20.724702244052448,19.92759831158889,21.53258695098621,22.036905,7,99.49068847342647,First,SpeedUp,non,False,None
30, 20.664969223287418,19.87016271469944,21.53258695098621,23.085535,7,99.46077693481054,First,SpeedUp,non,False,None
31, 20.71540424920154,19.918657931924557,21.53258695098621,24.131165,7,99.43112882345858,First,SpeedUp,non,False,None
32, 20.78486700624697,19.98544904446824,21.53258695098621,25.173794,7,99.40175668352602,First,SpeedUp,non,False,None
33, 20.664163867541294,19.86938833417432,21.53258695098621,26.213423,7,99.37264169877972,First,SpeedUp,non,False,None
34, 20.71556365913894,19.91881121071052,21.53258695098621,27.250051,7,99.3438026854528,First,SpeedUp,non,False,None
35, 20.77446670856077,19.975448758231508,21.53258695098621,28.286938,7,99.31493231173732,First,SpeedUp,non,False,None
36, 20.66180088697955,19.867116237480335,21.53258695098621,29.320824,7,99.28632536528582,First,SpeedUp,non,False,None
37, 20.75249038575637,19.954317678611893,21.53258695098621,30.354967,7,99.25769960260116,First,SpeedUp,non,False,None
38, 20.69014722744827,19.894372334084874,21.53258695098621,31.389368,7,99.22904875160566,First,SpeedUp,non,False,None
39, 20.703734589910752,19.907437105683414,21.53258695098621,32.424026,7,99.20037908437702,First,SpeedUp,non,False,None
40, 20.764103722024707,19.96548434810068,21.53258695098621,33.458942,7,99.17168432883751,First,SpeedUp,non,False,None
41, 20.669345147446055,19.874370334082744,21.53258695098621,34.490856,7,99.14325300056198,First,SpeedUp,non,False,None
42, 20.681551335425706,19.886107053293948,21.53258695098621,35.52303,7,99.11479031189789,First,SpeedUp,non,False,None
43, 20.747511042805677,19.94952984885161,21.53258695098621,36.555458,7,99.08631507907836,First,SpeedUp,non,False,None
44, 20.781085648300653,19.981813123366013,21.53258695098621,37.588146,7,99.05781475794798,First,SpeedUp,non,False,None
45, 20.772110880218364,19.973183538671503,21.53258695098621,38.62109,7,99.02929562058446,First,SpeedUp,non,False,None
46, 20.755357362422448,19.95707438694466,21.53258695098621,39.654293,7,99.00074512283237,First,SpeedUp,non,False,None
47, 20.710774679020634,19.914206422135223,21.53258695098621,40.68775,7,98.97218208092487,First,SpeedUp,non,False,None
48, 20.6842499783261,19.888701902236633,21.53258695098621,41.721466,7,98.94358140655106,First,SpeedUp,non,False,None
49, 20.66552318828614,19.870695373352056,21.53258695098621,42.752182,7,98.91526297567438,First,SpeedUp,non,False,None
50, 20.67251545421372,19.87741870597473,21.53258695098621,43.783154,7,98.88690691233141,First,SpeedUp,non,False,None
51, 20.783425357538768,19.984062843787274,21.53258695098621,44.814384,7,98.85853830483302,First,SpeedUp,non,False,None
52, 20.66132968717896,19.866663160749,21.53258695098621,45.84587,7,98.83013833694606,First,SpeedUp,non,False,None
53, 20.69194453257613,19.89610051209243,21.53258695098621,46.877617,7,98.80171955282596,First,SpeedUp,non,False,None
54, 20.73383307208528,19.93637795392815,21.53258695098621,47.90962,7,98.773275680395,First,SpeedUp,non,False,None
55, 20.778856614581784,19.97966982171325,21.53258695098621,48.94188,7,98.74481926380861,First,SpeedUp,non,False,None
56, 20.768672207218053,19.96987712232505,21.53258695098621,49.974396,7,98.71633148683367,First,SpeedUp,non,False,None
57, 20.703341526266705,19.90705915987183,21.53258695098621,51.007168,7,98.68781862154786,First,SpeedUp,non,False,None
58, 20.67711239230182,19.881838838751747,21.53258695098621,52.0402,7,98.65929321210662,First,SpeedUp,non,False,None
59, 20.746732126893175,19.948780891243437,21.53258695098621,53.073486,7,98.63074271435454,First,SpeedUp,non,False,None
60, 20.753762917758355,19.95554126707534,21.53258695098621,54.107033,7,98.6021671282916,First,SpeedUp,non,False,None
61, 20.769995781058775,19.97114978947959,21.53258695098621,55.140835,7,98.57357272599552,First,SpeedUp,non,False,None
62, 20.78178179331475,19.982482493571872,21.53258695098621,56.174892,7,98.54494696331086,First,SpeedUp,non,False,None
63, 20.734251567721298,19.936780353578172,21.53258695098621,57.20921,7,98.51630865647078,First,SpeedUp,non,False,None
64, 20.74625856684441,19.948325545042703,21.53258695098621,58.243782,7,98.48764526131986,First,SpeedUp,non,False,None
65, 20.734076114239187,19.93661164830691,21.53258695098621,59.278614,7,98.45895050578035,First,SpeedUp,non,False,None
66, 20.789630914048704,19.99002972504683,21.53258695098621,60.3137,7,98.43024320608542,First,SpeedUp,non,False,None
67, 20.790084334637132,19.99046570638186,21.53258695098621,61.34905,7,98.40151081807964,First,SpeedUp,non,False,None
68, 20.663513141333684,19.868762635897774,21.53258695098621,62.381393,7,98.37304185733784,First,SpeedUp,non,False,None
69, 20.68563453331202,19.89003320510771,21.53258695098621,63.413998,7,98.34454153620746,First,SpeedUp,non,False,None
70, 20.72804654226589,19.93081398294797,21.53258695098621,64.44685,7,98.31603494299937,First,SpeedUp,non,False,None
71, 20.790604106729475,19.99096548723988,21.53258695098621,65.47997,7,98.28749698940271,First,SpeedUp,non,False,None
72, 20.77782009666891,19.978673169873954,21.53258695098621,66.51334,7,98.25892767541748,First,SpeedUp,non,False,None
73, 20.721244804253168,19.92427385024343,21.53258695098621,67.546974,7,98.23035208935454,First,SpeedUp,non,False,None
74, 20.77450902991233,19.97548945183878,21.53258695098621,68.580864,7,98.20174514290302,First,SpeedUp,non,False,None
75, 20.67431664836301,19.87915062342597,21.53258695098621,69.611755,7,98.17340162371549,First,SpeedUp,non,False,None
76, 20.671268277976345,19.876219498054176,21.53258695098621,70.6429,7,98.14503301621708,First,SpeedUp,non,False,None
77, 20.765962901207452,19.96727202039178,21.53258695098621,71.6743,7,98.11665186456327,First,SpeedUp,non,False,None
78, 20.737734084356934,19.940128927266283,21.53258695098621,72.70596,7,98.08823935252089,First,SpeedUp,non,False,None
79, 20.66506942400438,19.870259061542672,21.53258695098621,73.73788,7,98.05980175216764,First,SpeedUp,non,False,None
80, 20.781299938767972,19.98201917189228,21.53258695098621,74.77005,7,98.03135160765896,First,SpeedUp,non,False,None
81, 20.75091873518036,19.95280647613496,21.53258695098621,75.80248,7,98.00287010276173,First,SpeedUp,non,False,None
82, 20.768273465915062,19.96949371722602,21.53258695098621,76.835175,7,97.97436978163135,First,SpeedUp,non,False,None
83, 20.74356865233786,19.945739088786404,21.53258695098621,77.86812,7,97.94584437219012,First,SpeedUp,non,False,None
