turn, targetSpeed, defaultTargetSpeed, spurtTargetSpeed, currPosition.x, currPosition.Y, currStamina(%), coursePhase, positionKeep, forceInMove, isSpurt, SpecialStatus, SkillStatus
1, 20.974128746730038,20.16743148724042,21.702792275302883,0.0602245,7,99.99193244806216,First,SpeedUp,non,False,None,False
2, 20.9696971623456,20.16317034840923,21.702792275302883,0.1806735,7,99.98653816777235,First,SpeedUp,non,False,None,False
3, 20.98986361959316,20.18256117268573,21.702792275302883,0.361347,7,99.98329205219973,First,SpeedUp,non,False,None,False
4, 20.888499139890307,20.0850953268176,21.702792275302883,0.602245,7,99.98164171613129,First,SpeedUp,non,False,None,False
5, 20.879650733665923,20.07658724390954,21.702792275302883,0.90336746,7,99.98105523306565,First,SpeedUp,non,False,None,False
6, 20.922449295154838,20.11773970687965,21.702792275302883,1.2647145,7,99.98098703736035,First,SpeedUp,non,False,None,False
7, 20.86831405267579,20.065686589111333,21.702792275302883,1.686286,7,99.98091202208451,First,SpeedUp,non,False,None,False
8, 20.91105739245627,20.106785954284877,21.702792275302883,2.168082,7,99.98029826073675,First,SpeedUp,non,False,None,False
9, 20.984997523422923,20.1778822340605,21.702792275302883,2.7101026,7,99.978579728963,First,SpeedUp,non,False,None,False
10, 20.99950308729492,20.19182989162973,21.702792275302883,3.3123474,7,99.9752313198324,First,SpeedUp,non,False,None,False
11, 20.902212882280836,20.098281617577726,21.702792275302883,3.9748168,7,99.96972792641411,First,SpeedUp,non,False,None,False
12, 20.98532323151601,20.178195414919237,21.702792275302883,4.6975107,7,99.96151034392459,First,SpeedUp,non,False,None,False
13, 20.97787258325001,20.171031330048088,21.702792275302883,5.480429,7,99.95005346543297,First,SpeedUp,non,False,None,False
14, 20.94547468648671,20.139879506237218,21.702792275302883,6.323572,7,99.93482536443786,First,SpeedUp,non,False,None,False
15, 20.900097232190067,20.096247338644293,21.702792275302883,7.2269397,7,99.91527365572627,First,SpeedUp,non,False,None,False
16, 20.958690497251276,20.152587016587763,21.702792275302883,8.190532,7,99.8908664127968,First,SpeedUp,non,False,None,False
17, 20.901204442909723,20.09731196433627,21.702792275302883,9.214348,7,99.86105125043646,First,SpeedUp,non,False,None,False
18, 20.88908678728694,20.085660372391285,21.702792275302883,10.2983885,7,99.82530988128492,First,SpeedUp,non,False,None,False
19, 20.925656781690456,20.120823828548517,21.702792275302883,11.37943,7,99.7898822123778,First,SpeedUp,non,False,None,False
20, 20.944157804840113,20.138613273884722,21.702792275302883,12.457471,7,99.75476142414456,First,SpeedUp,non,False,None,False
21, 20.94611611109354,20.140496260666865,21.702792275302883,13.532512,7,99.71993387744415,First,SpeedUp,non,False,None,False
22, 20.910181024554714,20.10594329284107,21.702792275302883,14.604553,7,99.68542685055867,First,SpeedUp,non,False,None,False
23, 20.88134918521804,20.078220370401958,21.702792275302883,15.673594,7,99.65120624563548,First,SpeedUp,non,False,None,False
24, 20.956752307084848,20.150723372196968,21.702792275302883,16.739635,7,99.6172993409567,First,SpeedUp,non,False,None,False
25, 20.87766987858564,20.074682575563113,21.702792275302883,17.802677,7,99.58368567781076,First,SpeedUp,non,False,None,False
26, 20.936565886013415,20.131313351935976,21.702792275302883,18.862719,7,99.55037207576817,First,SpeedUp,non,False,None,False
27, 20.976981849422675,20.17017485521411,21.702792275302883,19.91976,7,99.51736535439944,First,SpeedUp,non,False,None,False
28, 20.993594144521943,20.186148215886483,21.702792275302883,20.9738,7,99.48465187456355,First,SpeedUp,non,False,None,False
29, 20.930159745385602,20.125153601332308,21.702792275302883,22.024841,7,99.45222481668995,First,SpeedUp,non,False,None,False
30, 20.935398895478603,20.1301912456525,21.702792275302883,23.072882,7,99.4200978199197,First,SpeedUp,non,False,None,False
31, 20.95510714088186,20.149141481617175,21.702792275302883,24.117922,7,99.38826406468228,First,SpeedUp,non,False,None,False
32, 20.99749693900855,20.189900902892834,21.702792275302883,25.163187,7,99.35640303116271,First,SpeedUp,non,False,None,False
33, 20.918062500864586,20.113521635446716,21.702792275302883,26.208677,7,99.32452153893158,First,SpeedUp,non,False,None,False
34, 20.96273127414307,20.15647237898372,21.702792275302883,27.254393,7,99.29261958798884,First,SpeedUp,non,False,None,False
35, 20.98799562498177,20.180765024020932,21.702792275302883,28.300331,7,99.26069035876398,First,SpeedUp,non,False,None,False
36, 20.995807177305892,20.188276132024896,21.702792275302883,29.346495,7,99.22874749039805,First,SpeedUp,non,False,None,False
37, 20.917369225862014,20.112855024867322,21.702792275302883,30.389658,7,99.19709786356495,First,SpeedUp,non,False,None,False
38, 20.912441971357577,20.108117280151514,21.702792275302883,31.433046,7,99.16542095844973,First,SpeedUp,non,False,None,False
39, 20.940457456077674,20.135055246228532,21.702792275302883,32.476658,7,99.13372359462291,First,SpeedUp,non,False,None,False
40, 20.869064258985212,20.066407941331935,21.702792275302883,33.51727,7,99.10231947232892,First,SpeedUp,non,False,None,False
41, 20.901393216469124,20.097493477374158,21.702792275302883,34.558105,7,99.0708880717528,First,SpeedUp,non,False,None,False
42, 20.894492932599647,20.09085858903812,21.702792275302883,35.599167,7,99.03944303203562,First,SpeedUp,non,False,None,False
43, 20.980165600413248,20.173236154243508,21.702792275302883,36.640453,7,99.00796389446579,First,SpeedUp,non,False,None,False
44, 20.970635420889696,20.164072520086247,21.702792275302883,37.681965,7,98.97646429818437,First,SpeedUp,non,False,None,False
45, 20.995455258370395,20.18793774843307,21.702792275302883,38.7237,7,98.9449578823324,First,SpeedUp,non,False,None,False
46, 20.878334158307446,20.07532130606485,21.702792275302883,39.76566,7,98.9134173686278,First,SpeedUp,non,False,None,False
47, 20.987896589758968,20.180669797845162,21.702792275302883,40.807842,7,98.8818563962116,First,SpeedUp,non,False,None,False
48, 20.89317722740909,20.089593487893357,21.702792275302883,41.85025,7,98.85027496508381,First,SpeedUp,non,False,None,False
49, 20.969385539869872,20.162870711413337,21.702792275302883,42.892883,7,98.81867989481495,First,SpeedUp,non,False,None,False
50, 20.945236878433295,20.1396508446474,21.702792275302883,43.93574,7,98.78705072669344,First,SpeedUp,non,False,None,False
51, 20.918322901902688,20.113772021060274,21.702792275302883,44.978825,7,98.75540791943088,First,SpeedUp,non,False,None,False
52, 20.914567065865832,20.110160640255607,21.702792275302883,46.022133,7,98.72373783388618,First,SpeedUp,non,False,None,False
53, 20.877098775429968,20.074133437913428,21.702792275302883,47.065662,7,98.6920472896299,First,SpeedUp,non,False,None,False
54, 20.943862235637727,20.138329072728585,21.702792275302883,48.109417,7,98.66033628666202,First,SpeedUp,non,False,None,False
55, 20.902859611204136,20.09890347231167,21.702792275302883,49.153397,7,98.62860482498255,First,SpeedUp,non,False,None,False
56, 20.935041802069737,20.129847886605514,21.702792275302883,50.1976,7,98.59685290459149,First,SpeedUp,non,False,None,False
57, 20.93204279548146,20.12696422642448,21.702792275302883,51.24203,7,98.56506688634778,First,SpeedUp,non,False,None,False
58, 20.8697524770233,20.067069689445482,21.702792275302883,52.28346,7,98.53358774877795,First,SpeedUp,non,False,None,False
59, 20.92593543458676,20.121091764025728,21.702792275302883,53.32511,7,98.50208133292598,First,SpeedUp,non,False,None,False
60, 20.966522145582424,20.160117447675407,21.702792275302883,54.36699,7,98.47054763879191,First,SpeedUp,non,False,None,False
61, 20.930359421785887,20.125345597871046,21.702792275302883,55.409092,7,98.43900030551677,First,SpeedUp,non,False,None,False
62, 20.94919219495,20.14345403360577,21.702792275302883,56.45142,7,98.40742569395951,First,SpeedUp,non,False,None,False
63, 21.000938513721117,20.193210109347227,21.702792275302883,57.493973,7,98.37582380412012,First,SpeedUp,non,False,None,False
64, 20.952943853648407,20.147061397738852,21.702792275302883,58.536747,7,98.34420827513968,First,SpeedUp,non,False,None,False
65, 20.99919830493042,20.191536831663864,21.702792275302883,59.579746,7,98.31257228744764,First,SpeedUp,non,False,None,False
66, 20.904133496590784,20.100128362106524,21.702792275302883,60.62297,7,98.28090902147348,First,SpeedUp,non,False,None,False
67, 20.989155467929724,20.181880257624734,21.702792275302883,61.66642,7,98.24923211635824,First,SpeedUp,non,False,None,False
68, 20.986593681517924,20.17941700145954,21.702792275302883,62.710094,7,98.21752111339038,First,SpeedUp,non,False,None,False
69, 21.000803363165925,20.19308015689031,21.702792275302883,63.753994,7,98.18580329085196,First,SpeedUp,non,False,None,False
70, 20.870713650122276,20.06799389434834,21.702792275302883,64.79489,7,98.15436507070531,First,SpeedUp,non,False,None,False
71, 20.935804820435948,20.130581558111487,21.702792275302883,65.83601,7,98.12291321141761,First,SpeedUp,non,False,None,False
72, 20.873403733857185,20.070580513324217,21.702792275302883,66.877365,7,98.09143407384778,First,SpeedUp,non,False,None,False
73, 20.99628400816743,20.188734623237913,21.702792275302883,67.91894,7,98.05992765799581,First,SpeedUp,non,False,None,False
74, 20.963843935228034,20.15754224541157,21.702792275302883,68.96073,7,98.0284076030028,First,SpeedUp,non,False,None,False
75, 20.907061580776087,20.102943827669314,21.702792275302883,70.002754,7,97.99686708929819,First,SpeedUp,non,False,None,False
76, 20.953238943695773,20.147345138169012,21.702792275302883,71.045,7,97.96530611688199,First,SpeedUp,non,False,None,False
77, 20.977540715024084,20.170712225984694,21.702792275302883,72.08747,7,97.93371104661314,First,SpeedUp,non,False,None,False
78, 20.95463495876001,20.148687460346164,21.702792275302883,73.130165,7,97.90210915677375,First,SpeedUp,non,False,None,False
79, 20.931573312727462,20.126512800699484,21.702792275302883,74.17308,7,97.87046634951118,First,SpeedUp,non,False,None,False
80, 20.878705291154517,20.075678164571652,21.702792275302883,75.216225,7,97.8388235422486,First,SpeedUp,non,False,None,False
81, 20.883887101260417,20.08066067428886,21.702792275302883,76.25959,7,97.80714663713339,First,SpeedUp,non,False,None,False
82, 20.908416441583775,20.104246578445938,21.702792275302883,77.303185,7,97.7754560928771,First,SpeedUp,non,False,None,False
83, 20.908836022772174,20.104650021896322,21.702792275302883,78.347,7,97.74373145076817,First,SpeedUp,non,False,None,False
84, 20.98470207330103,20.177598147404836,21.702792275302883,79.391045,7,97.7119999890887,First,SpeedUp,non,False,None,False
85, 20.981389463480916,20.174412945654726,21.702792275302883,80.43531,7,97.68023442955658,First,SpeedUp,non,False,None,False
86, 20.98266657920281,20.175640941541165,21.702792275302883,81.4798,7,97.64844841131286,First,SpeedUp,non,False,None,False
87, 20.928757903110665,20.123805676067946,21.702792275302883,82.52451,7,97.61664193435755,First,SpeedUp,non,False,None,False
88, 20.902867644647728,20.098911196776662,21.702792275302883,83.56945,7,97.5848286378317,First,SpeedUp,non,False,None,False
89, 20.943916636287543,20.138381381045715,21.702792275302883,84.61462,7,97.55297442388269,First,SpeedUp,non,False,None,False
90, 20.93837515983235,20.133053038300336,21.702792275302883,85.66,7,97.52110657079261,First,SpeedUp,non,False,None,False
91, 20.94730659944178,20.141640961001713,21.702792275302883,86.70562,7,97.4892114394204,First,SpeedUp,non,False,None,False
92, 20.869026223692543,20.066371368935137,21.702792275302883,87.74823,7,97.45760954958101,First,SpeedUp,non,False,None,False
93, 20.987925620873394,20.18069771237826,21.702792275302883,88.79107,7,97.42598038145951,First,SpeedUp,non,False,None,False
94, 20.906095322631675,20.102014733299686,21.702792275302883,89.83413,7,97.39434439376747,First,SpeedUp,non,False,None,False
95, 20.91645659334919,20.11197749360499,21.702792275302883,90.87742,7,97.36268112779331,First,SpeedUp,non,False,None,False
96, 20.889625471351597,20.086178337838074,21.702792275302883,91.92093,7,97.33099058353702,First,SpeedUp,non,False,None,False
97, 20.912854944468982,20.108514369681714,21.702792275302883,92.96466,7,97.29927958056915,First,SpeedUp,non,False,None,False
98, 20.95040572358472,20.144620888062228,21.702792275302883,94.00862,7,97.26754811888968,First,SpeedUp,non,False,None,False
99, 20.880177634193945,20.07709387903264,21.702792275302883,95.0528,7,97.23578937892808,First,SpeedUp,non,False,None,False
100, 20.943124010632364,20.137619240992656,21.702792275302883,96.09721,7,97.20401699982543,First,SpeedUp,non,False,None,False
101, 20.9175647275817,20.113043007290095,21.702792275302883,97.141846,7,97.17221734244065,First,SpeedUp,non,False,None,False
102, 20.937124564404193,20.131850542696338,21.702792275302883,98.18671,7,97.1404040459148,First,SpeedUp,non,False,None,False
103, 20.984725521312345,20.177620693569562,21.702792275302883,99.23179,7,97.10856347110685,First,SpeedUp,non,False,None,False
104, 20.919444552900714,20.1148505316353,21.702792275302883,100.27709,7,97.0767024375873,First,SpeedUp,non,False,None,False
105, 20.89375379968742,20.090147884314828,21.702792275302883,101.3194,7,97.04513464560057,First,SpeedUp,non,False,None,False
